OID,CID,Lat,Long,together
2451,3,-123.6516661,38.78206815,"(-123.65166609,38.78206815)"
2452,3,-123.547265,38.6089002,"(-123.54726502,38.6089002)"
2453,3,-118.8637638,32.70899087,"(-118.86376379,32.70899087)"
2454,3,-122.7493655,34.23256528,"(-122.74936553,34.23256528)"
2455,3,-124.5245006,36.52859498,"(-124.52450063,36.52859498)"
2456,3,-126.649603,38.9871434,"(-126.64960301,38.9871434)"
2457,3,-125.9490978,41.59924717,"(-125.94909783,41.59924717)"
2458,3,-123.7123581,36.52039463,"(-123.71235809,36.52039463)"
2459,3,-121.311922,31.53503705,"(-121.31192195,31.53503705)"
2460,3,-125.6105258,39.07100045,"(-125.61052576,39.07100045)"
2461,3,-122.7270377,37.97251167,"(-122.72703771,37.97251167)"
2462,3,-122.6351969,34.00018315,"(-122.63519691,34.00018315)"
2463,3,-118.4610768,33.73204234,"(-118.46107682,33.73204234)"
2464,3,-125.2108219,39.19269361,"(-125.21082185,39.19269361)"
2465,3,-126.3560557,38.74816099,"(-126.35605574,38.74816099)"
2466,3,-120.590566,33.87710142,"(-120.590566,33.87710142)"
2467,3,-126.1202324,37.96533958,"(-126.12023238,37.96533958)"
2468,3,-119.3659144,31.79667135,"(-119.36591437,31.79667135)"
2469,3,-122.544863,34.68641434,"(-122.54486303,34.68641434)"
2470,3,-122.6463255,37.53839209,"(-122.64632551,37.53839209)"
2471,3,-121.0090446,31.74092684,"(-121.00904462,31.74092684)"
2472,3,-118.8200614,33.02340006,"(-118.82006139,33.02340006)"
2473,3,-125.4089938,41.52110082,"(-125.40899383,41.52110082)"
2474,3,-117.3488173,32.83132948,"(-117.34881728,32.83132948)"
2475,3,-123.2592005,37.97171132,"(-123.25920052,37.97171132)"
2476,3,-121.7837613,32.78182761,"(-121.78376131,32.78182761)"
2477,3,-124.7603623,40.58737041,"(-124.76036225,40.58737041)"
2478,3,-124.1806277,39.0427284,"(-124.18062765,39.0427284)"
2479,3,-121.7592747,33.28069837,"(-121.75927469,33.28069837)"
2480,3,-121.2280307,32.48498325,"(-121.22803074,32.48498325)"
2481,3,-123.777725,38.14991015,"(-123.777725,38.14991015)"
2482,3,-118.3317548,32.54155122,"(-118.3317548,32.54155122)"
2483,3,-120.3239775,30.87956989,"(-120.32397745,30.87956989)"
2484,3,-120.9158345,33.55977755,"(-120.91583453,33.55977755)"
2485,3,-120.7326467,31.48227113,"(-120.73264665,31.48227113)"
2486,3,-124.1003752,39.71586739,"(-124.10037521,39.71586739)"
2487,3,-126.6427991,41.16031032,"(-126.64279905,41.16031032)"
2488,3,-121.6699949,34.16032957,"(-121.66999491,34.16032957)"
2489,3,-124.4375419,37.28329819,"(-124.43754194,37.28329819)"
2490,3,-124.579177,38.45109422,"(-124.57917702,38.45109422)"
2491,3,-120.4350169,33.53159064,"(-120.43501688,33.53159064)"
2492,3,-122.6517207,37.90683458,"(-122.65172065,37.90683458)"
2493,3,-122.8481048,34.10119579,"(-122.84810477,34.10119579)"
2494,3,-119.5126379,33.34780055,"(-119.51263786,33.34780055)"
2495,3,-122.7037105,35.22570276,"(-122.70371051,35.22570276)"
2496,3,-118.9568139,31.21515411,"(-118.95681385,31.21515411)"
2497,3,-125.4230215,38.51966111,"(-125.42302153,38.51966111)"
2498,3,-121.566713,33.47493436,"(-121.56671298,33.47493436)"
2499,3,-121.4635245,35.08225693,"(-121.46352451,35.08225693)"
2500,3,-124.7424233,37.54966009,"(-124.74242329,37.54966009)"
2501,3,-122.2906917,34.56027263,"(-122.29069171,34.56027263)"
2502,3,-125.257927,40.61438114,"(-125.25792695,40.61438114)"
2503,3,-120.138446,34.37407959,"(-120.13844602,34.37407959)"
2504,3,-120.1287566,32.48647267,"(-120.12875658,32.48647267)"
2505,3,-121.0545922,32.55219137,"(-121.05459223,32.55219137)"
2506,3,-125.4225405,41.89773231,"(-125.42254045,41.89773231)"
2507,3,-120.9561759,31.96220463,"(-120.95617586,31.96220463)"
2508,3,-121.1219572,33.08342556,"(-121.12195722,33.08342556)"
2509,3,-124.2139216,38.02952601,"(-124.21392164,38.02952601)"
2510,3,-126.9267456,40.38896862,"(-126.92674558,40.38896862)"
2511,3,-122.5929316,33.28731522,"(-122.59293163,33.28731522)"
2512,3,-124.9782291,39.70514975,"(-124.97822908,39.70514975)"
2513,3,-123.4437457,34.29686773,"(-123.44374568,34.29686773)"
2514,3,-122.6774323,34.36394567,"(-122.67743227,34.36394567)"
2515,3,-126.4463499,40.57196901,"(-126.44634992,40.57196901)"
2516,3,-125.2669295,40.65666953,"(-125.26692947,40.65666953)"
2517,3,-125.3190541,39.23440084,"(-125.31905412,39.23440084)"
2518,3,-120.2540684,33.61563374,"(-120.25406843,33.61563374)"
2519,3,-119.7755007,33.06918466,"(-119.77550066,33.06918466)"
2520,3,-122.8741724,37.45714518,"(-122.87417235,37.45714518)"
2521,3,-120.8412347,32.82214739,"(-120.84123466,32.82214739)"
2522,3,-123.3815126,35.76417785,"(-123.38151258,35.76417785)"
2523,3,-121.2820869,33.03905051,"(-121.28208686,33.03905051)"
2524,3,-126.3600292,38.4875803,"(-126.3600292,38.4875803)"
2525,3,-123.4525911,34.87716968,"(-123.45259106,34.87716968)"
2526,3,-120.7357458,33.89562943,"(-120.73574583,33.89562943)"
2527,3,-118.5685307,32.24881149,"(-118.5685307,32.24881149)"
2528,3,-123.4053195,37.36820291,"(-123.40531953,37.36820291)"
2529,3,-121.4808769,33.34219854,"(-121.48087687,33.34219854)"
2530,3,-126.1640679,41.5698824,"(-126.16406785,41.5698824)"
2531,3,-122.7725622,35.61995512,"(-122.77256216,35.61995512)"
2532,3,-121.442031,35.29701848,"(-121.44203102,35.29701848)"
2533,3,-126.1200541,39.50445558,"(-126.12005412,39.50445558)"
2534,3,-120.7843312,32.21419133,"(-120.78433124,32.21419133)"
2535,3,-118.7313452,33.37390273,"(-118.73134519,33.37390273)"
2536,3,-124.0796412,39.92385267,"(-124.07964119,39.92385267)"
2537,3,-125.348416,38.54424975,"(-125.34841595,38.54424975)"
2538,3,-121.0623394,31.44761194,"(-121.06233943,31.44761194)"
2539,3,-120.3402377,31.98734498,"(-120.34023765,31.98734498)"
2540,3,-124.632926,41.26637734,"(-124.632926,41.26637734)"
2541,3,-122.4776732,37.1825674,"(-122.47767318,37.1825674)"
2542,3,-124.1489833,38.59393919,"(-124.14898328,38.59393919)"
2543,3,-123.5490965,35.31641303,"(-123.54909645,35.31641303)"
2544,3,-123.1511126,35.9033473,"(-123.15111261,35.9033473)"
2545,3,-121.7075766,34.00800351,"(-121.70757659,34.00800351)"
2546,3,-123.4426464,36.94097491,"(-123.44264644,36.94097491)"
2547,3,-123.0396741,33.86073002,"(-123.03967409,33.86073002)"
2548,3,-124.3900474,35.899241,"(-124.39004742,35.899241)"
2549,3,-123.3394899,36.28673733,"(-123.33948987,36.28673733)"
2550,3,-124.0966384,38.58473287,"(-124.09663836,38.58473287)"
2551,3,-124.2467393,39.93051179,"(-124.24673934,39.93051179)"
2552,3,-119.0541563,33.67328177,"(-119.0541563,33.67328177)"
2553,3,-124.3404536,37.94874568,"(-124.34045361,37.94874568)"
2554,3,-122.7322044,36.98602006,"(-122.73220441,36.98602006)"
2555,3,-122.762308,34.94729164,"(-122.762308,34.94729164)"
2556,3,-122.1736698,32.86881664,"(-122.17366984,32.86881664)"
2557,3,-124.7667497,38.87948324,"(-124.7667497,38.87948324)"
2558,3,-120.6467769,34.8416729,"(-120.64677694,34.8416729)"
2559,3,-118.8330361,32.42482582,"(-118.83303606,32.42482582)"
2560,3,-126.1067336,40.94406273,"(-126.10673362,40.94406273)"
2561,3,-118.7322569,33.60025481,"(-118.73225689,33.60025481)"
2562,3,-122.1225632,33.45152643,"(-122.1225632,33.45152643)"
2563,3,-122.3723052,35.77521348,"(-122.37230519,35.77521348)"
2564,3,-119.4256881,32.3641986,"(-119.42568813,32.3641986)"
2565,3,-120.7513437,35.12735812,"(-120.75134372,35.12735812)"
2566,3,-124.7842161,37.22465037,"(-124.78421609,37.22465037)"
2567,3,-120.9390107,31.35588754,"(-120.93901071,31.35588754)"
2568,3,-123.0661488,37.07077473,"(-123.06614882,37.07077473)"
2569,3,-124.6176439,41.03308221,"(-124.61764386,41.03308221)"
2570,3,-120.39616,32.48761054,"(-120.39615996,32.48761054)"
2571,3,-123.8544335,35.50080114,"(-123.85443354,35.50080114)"
2572,3,-124.764907,38.06612451,"(-124.76490696,38.06612451)"
2573,3,-122.2351385,36.82038215,"(-122.23513854,36.82038215)"
2574,3,-122.4766449,33.84204356,"(-122.47664488,33.84204356)"
2575,3,-121.5794556,32.56000588,"(-121.57945562,32.56000588)"
2576,3,-124.3333611,36.63360334,"(-124.33336113,36.63360334)"
2577,3,-124.2281386,37.50032364,"(-124.22813859,37.50032364)"
2578,3,-124.3466607,41.06292721,"(-124.34666065,41.06292721)"
2579,3,-122.2020558,35.79695818,"(-122.20205576,35.79695818)"
2580,3,-122.8082441,35.18693898,"(-122.8082441,35.18693898)"
2581,3,-123.2637687,37.93302703,"(-123.26376871,37.93302703)"
2582,3,-124.5181764,37.48399194,"(-124.51817635,37.48399194)"
2583,3,-122.396415,34.2347682,"(-122.39641501,34.2347682)"
2584,3,-123.467374,36.90924963,"(-123.46737397,36.90924963)"
2585,3,-119.050327,31.8126832,"(-119.050327,31.8126832)"
2586,3,-127.0220473,39.89135274,"(-127.0220473,39.89135274)"
2587,3,-124.2333137,36.34885076,"(-124.23331374,36.34885076)"
2588,3,-123.415033,34.35654099,"(-123.41503303,34.35654099)"
2589,3,-124.8637982,38.5060782,"(-124.86379817,38.5060782)"
2590,3,-122.8266043,38.06197188,"(-122.82660431,38.06197188)"
2591,3,-123.1085769,36.10831891,"(-123.10857692,36.10831891)"
2592,3,-120.9256814,34.95257798,"(-120.92568142,34.95257798)"
2593,3,-122.6740319,37.47027635,"(-122.67403188,37.47027635)"
2594,3,-124.995964,41.20500592,"(-124.995964,41.20500592)"
2595,3,-119.930931,31.77385189,"(-119.93093103,31.77385189)"
2596,3,-121.9656305,32.85096312,"(-121.9656305,32.85096312)"
2597,3,-123.4173271,35.3814957,"(-123.41732705,35.3814957)"
2598,3,-126.4497361,39.39308668,"(-126.44973605,39.39308668)"
2599,3,-121.8310942,33.44070973,"(-121.83109417,33.44070973)"
2600,3,-120.6347801,32.47655816,"(-120.63478007,32.47655816)"
2601,3,-125.3666258,40.18350359,"(-125.36662584,40.18350359)"
2602,3,-123.7827163,35.84249794,"(-123.78271634,35.84249794)"
2603,3,-121.3064084,35.43276993,"(-121.30640836,35.43276993)"
2604,3,-124.480003,38.31206105,"(-124.48000296,38.31206105)"
2605,3,-123.0181622,38.19519285,"(-123.01816224,38.19519285)"
2606,3,-121.5842826,33.47608913,"(-121.58428259,33.47608913)"
2607,3,-118.7866381,32.95017684,"(-118.7866381,32.95017684)"
2608,3,-122.1149696,34.39073769,"(-122.11496961,34.39073769)"
2609,3,-123.8567107,38.50584642,"(-123.85671065,38.50584642)"
2610,3,-120.2301687,33.26068206,"(-120.23016871,33.26068206)"
2611,3,-119.023114,31.26643738,"(-119.02311401,31.26643738)"
2612,3,-118.8816055,32.75146644,"(-118.8816055,32.75146644)"
2613,3,-124.1869854,37.96345196,"(-124.18698541,37.96345196)"
2614,3,-125.3121922,38.15054916,"(-125.3121922,38.15054916)"
2615,3,-125.7486985,38.19237901,"(-125.74869846,38.19237901)"
2616,3,-125.3812634,39.37946991,"(-125.38126336,39.37946991)"
2617,3,-123.3190571,35.17585439,"(-123.31905706,35.17585439)"
2618,3,-118.8602257,32.70740739,"(-118.86022571,32.70740739)"
2619,3,-123.0294907,36.68032397,"(-123.02949074,36.68032397)"
2620,3,-123.2929313,35.3284243,"(-123.29293128,35.3284243)"
2621,3,-122.3023736,36.06532662,"(-122.30237356,36.06532662)"
2622,3,-127.0560022,41.68837046,"(-127.05600215,41.68837046)"
2623,3,-119.985228,31.03811586,"(-119.98522802,31.03811586)"
2624,3,-119.3931617,32.75637526,"(-119.39316169,32.75637526)"
2625,3,-120.7320362,33.41421148,"(-120.7320362,33.41421148)"
2626,3,-120.0568986,34.24431393,"(-120.05689859,34.24431393)"
2627,3,-125.4160433,38.56682146,"(-125.41604327,38.56682146)"
2628,3,-124.7219539,37.07913339,"(-124.72195392,37.07913339)"
2629,3,-117.6837228,32.97002883,"(-117.6837228,32.97002883)"
2630,3,-123.6313356,37.60295436,"(-123.63133563,37.60295436)"
2631,3,-120.7693785,33.67785195,"(-120.76937845,33.67785195)"
2632,3,-126.2858357,40.00055884,"(-126.28583569,40.00055884)"
2633,3,-120.3799394,33.92694478,"(-120.37993937,33.92694478)"
2634,3,-124.9210107,36.7451852,"(-124.92101074,36.7451852)"
2635,3,-120.5280645,31.07453593,"(-120.52806447,31.07453593)"
2636,3,-120.5073949,31.08422035,"(-120.50739488,31.08422035)"
2637,3,-127.0262714,39.83164679,"(-127.02627143,39.83164679)"
2638,3,-127.0673815,40.34598495,"(-127.06738152,40.34598495)"
2639,3,-122.5022705,32.98972483,"(-122.50227046,32.98972483)"
2640,3,-124.9377841,36.68918444,"(-124.93778408,36.68918444)"
2641,3,-118.1379055,33.01674549,"(-118.13790546,33.01674549)"
2642,3,-118.1500798,32.81497452,"(-118.15007982,32.81497452)"
2643,3,-124.0156843,38.2207425,"(-124.01568427,38.2207425)"
2644,3,-118.5984638,33.13579279,"(-118.59846376,33.13579279)"
2645,3,-126.0062402,41.93209256,"(-126.00624021,41.93209256)"
2646,3,-122.166885,36.17647344,"(-122.166885,36.17647344)"
2647,3,-123.72159,36.83017772,"(-123.72159,36.83017772)"
2648,3,-124.0923452,36.39511159,"(-124.09234523,36.39511159)"
2649,3,-125.3586944,37.27277186,"(-125.35869439,37.27277186)"
2650,3,-124.5209714,38.187433,"(-124.52097137,38.187433)"
2651,3,-126.0616051,38.11842355,"(-126.06160507,38.11842355)"
2652,3,-119.1579272,32.22869635,"(-119.15792721,32.22869635)"
2653,3,-121.4212909,34.69280389,"(-121.42129089,34.69280389)"
2654,3,-124.0100846,36.49672442,"(-124.01008458,36.49672442)"
2655,3,-121.2637524,32.46762341,"(-121.2637524,32.46762341)"
2656,3,-126.5940682,41.78469514,"(-126.59406815,41.78469514)"
2657,3,-119.5680836,34.1440838,"(-119.56808363,34.1440838)"
2658,3,-122.228974,32.73022255,"(-122.22897402,32.73022255)"
2659,3,-121.1958817,32.30605046,"(-121.1958817,32.30605046)"
2660,3,-117.2077534,32.55611335,"(-117.20775344,32.55611335)"
2661,3,-123.1033115,35.41800618,"(-123.10331148,35.41800618)"
2662,3,-121.6195459,32.30212479,"(-121.61954588,32.30212479)"
2663,3,-120.2017719,33.99029041,"(-120.20177186,33.99029041)"
2664,3,-118.9532644,33.32705722,"(-118.95326441,33.32705722)"
2665,3,-125.5935404,41.13475151,"(-125.59354043,41.13475151)"
2666,3,-120.1557339,32.04517294,"(-120.15573385,32.04517294)"
2667,3,-125.8174363,39.60200505,"(-125.81743625,39.60200505)"
2668,3,-122.2253569,35.31469685,"(-122.22535694,35.31469685)"
2669,3,-126.7823978,39.99169041,"(-126.78239781,39.99169041)"
2670,3,-122.606817,37.33326928,"(-122.60681695,37.33326928)"
2671,3,-120.2161578,32.06152339,"(-120.21615783,32.06152339)"
2672,3,-124.1375746,35.05383462,"(-124.13757463,35.05383462)"
2673,3,-123.8411946,36.47351756,"(-123.84119456,36.47351756)"
2674,3,-123.0356706,34.57083984,"(-123.0356706,34.57083984)"
2675,3,-119.3975459,33.52530213,"(-119.39754592,33.52530213)"
2676,3,-126.6114175,41.6338981,"(-126.61141751,41.6338981)"
2677,3,-123.3026262,38.22147929,"(-123.30262616,38.22147929)"
2678,3,-123.2164589,34.68413234,"(-123.21645892,34.68413234)"
2679,3,-126.88805,39.75138067,"(-126.88804995,39.75138067)"
2680,3,-120.778695,31.15088701,"(-120.77869501,31.15088701)"
2681,3,-119.3668096,31.04927584,"(-119.36680962,31.04927584)"
2682,3,-123.4433246,37.6831569,"(-123.44332462,37.6831569)"
2683,3,-124.6495206,38.03631416,"(-124.6495206,38.03631416)"
2684,3,-124.1301349,37.78949914,"(-124.13013492,37.78949914)"
2685,3,-120.8437266,31.66427721,"(-120.8437266,31.66427721)"
2686,3,-122.2225689,37.53821051,"(-122.22256892,37.53821051)"
2687,3,-123.361012,34.35465993,"(-123.36101203,34.35465993)"
2688,3,-121.9182209,36.78412878,"(-121.91822093,36.78412878)"
2689,3,-122.0403461,34.56005041,"(-122.04034609,34.56005041)"
2690,3,-122.3370439,34.23368271,"(-122.3370439,34.23368271)"
2691,3,-121.6864248,33.79170238,"(-121.6864248,33.79170238)"
2692,3,-123.8778211,35.87377088,"(-123.8778211,35.87377088)"
2693,3,-124.7874799,37.39727508,"(-124.78747987,37.39727508)"
2694,3,-124.5343834,41.96170456,"(-124.53438341,41.96170456)"
2695,3,-121.0617077,35.21066661,"(-121.06170771,35.21066661)"
2696,3,-119.447486,33.9302301,"(-119.44748596,33.9302301)"
2697,3,-124.9101382,39.21270572,"(-124.91013815,39.21270572)"
2698,3,-126.1563013,40.92930337,"(-126.15630132,40.92930337)"
2699,3,-120.8296969,33.63047101,"(-120.82969687,33.63047101)"
2700,3,-120.9675185,33.68369808,"(-120.96751847,33.68369808)"
2701,3,-125.4202892,40.7659406,"(-125.42028923,40.7659406)"
2702,3,-123.3797874,36.74759622,"(-123.37978737,36.74759622)"
2703,3,-118.995727,33.32634881,"(-118.99572704,33.32634881)"
2704,3,-124.0521586,38.29182818,"(-124.05215863,38.29182818)"
2705,3,-119.948111,32.35725314,"(-119.94811095,32.35725314)"
2706,3,-120.2866486,33.67955728,"(-120.28664859,33.67955728)"
2707,3,-119.2239576,33.59560859,"(-119.22395763,33.59560859)"
2708,3,-124.9840856,40.96317799,"(-124.98408564,40.96317799)"
2709,3,-119.6872245,34.21570756,"(-119.68722447,34.21570756)"
2710,3,-118.4309075,32.68070127,"(-118.43090753,32.68070127)"
2711,3,-122.5815656,35.02418151,"(-122.58156558,35.02418151)"
2712,3,-124.3402936,38.06045703,"(-124.34029357,38.06045703)"
2713,3,-122.165908,36.40063687,"(-122.16590795,36.40063687)"
2714,3,-124.8881975,35.96658919,"(-124.88819753,35.96658919)"
2715,3,-124.5427349,37.54516606,"(-124.5427349,37.54516606)"
2716,3,-120.7242546,33.96455735,"(-120.72425455,33.96455735)"
2717,3,-122.6748088,34.0513864,"(-122.67480875,34.0513864)"
2718,3,-126.0831905,39.66871207,"(-126.08319046,39.66871207)"
2719,3,-121.1914959,33.89376532,"(-121.19149592,33.89376532)"
2720,3,-125.0122543,37.55543462,"(-125.01225429,37.55543462)"
2721,3,-122.5215274,36.86973418,"(-122.52152739,36.86973418)"
2722,3,-125.4523269,37.44541292,"(-125.45232691,37.44541292)"
2723,3,-122.9441476,36.88581743,"(-122.94414763,36.88581743)"
2724,3,-121.7513422,33.8310942,"(-121.75134221,33.8310942)"
2725,3,-125.4431227,40.0337385,"(-125.44312273,40.0337385)"
2726,3,-124.915534,41.43424734,"(-124.91553397,41.43424734)"
2727,3,-124.5260915,39.40193182,"(-124.52609147,39.40193182)"
2728,3,-125.12102,36.89822896,"(-125.12101995,36.89822896)"
2729,3,-126.0739728,38.29452901,"(-126.07397281,38.29452901)"
2730,3,-124.5617734,37.01611883,"(-124.56177337,37.01611883)"
2731,3,-124.1698778,38.82229227,"(-124.16987782,38.82229227)"
2732,3,-123.2838448,36.72968832,"(-123.28384482,36.72968832)"
2733,3,-119.0261939,33.75985305,"(-119.02619386,33.75985305)"
2734,3,-118.9120811,32.92941762,"(-118.91208111,32.92941762)"
2735,3,-121.1264372,34.29722883,"(-121.12643724,34.29722883)"
2736,3,-126.3682996,41.75015538,"(-126.36829958,41.75015538)"
2737,3,-124.3658191,39.21596597,"(-124.36581908,39.21596597)"
2738,3,-123.7628724,37.68192918,"(-123.76287244,37.68192918)"
2739,3,-118.4095941,32.67675555,"(-118.4095941,32.67675555)"
2740,3,-119.5614958,31.54502834,"(-119.56149576,31.54502834)"
2741,3,-118.1563486,32.34329183,"(-118.15634856,32.34329183)"
2742,3,-122.9156046,38.15334158,"(-122.91560457,38.15334158)"
2743,3,-121.3354393,35.58464111,"(-121.33543928,35.58464111)"
2744,3,-117.6430945,32.9960164,"(-117.64309448,32.9960164)"
2745,3,-119.0355088,32.55622542,"(-119.03550878,32.55622542)"
2746,3,-124.9613755,38.01567434,"(-124.96137545,38.01567434)"
2747,3,-118.9799432,33.65380729,"(-118.97994316,33.65380729)"
2748,3,-118.8589187,31.65192483,"(-118.8589187,31.65192483)"
2749,3,-119.653827,32.36270713,"(-119.65382704,32.36270713)"
2750,3,-125.3053041,38.39494105,"(-125.30530414,38.39494105)"
2751,3,-124.8311217,39.72023632,"(-124.8311217,39.72023632)"
2752,3,-125.7309629,39.87488936,"(-125.73096285,39.87488936)"
2753,3,-126.8571367,40.93747998,"(-126.85713666,40.93747998)"
2754,3,-126.7855563,39.68872103,"(-126.78555634,39.68872103)"
2755,3,-122.4678616,35.13347479,"(-122.46786157,35.13347479)"
2756,3,-122.9251008,35.9768308,"(-122.92510084,35.9768308)"
2757,3,-124.6208108,38.71554778,"(-124.62081077,38.71554778)"
2758,3,-126.4676551,41.55637804,"(-126.46765508,41.55637804)"
2759,3,-121.91861,33.09501799,"(-121.91861001,33.09501799)"
2760,3,-123.0213674,34.47572188,"(-123.02136743,34.47572188)"
2761,3,-122.6715799,34.97292367,"(-122.67157993,34.97292367)"
2762,3,-126.9403083,39.55059141,"(-126.94030828,39.55059141)"
2763,3,-121.739099,35.93360619,"(-121.73909904,35.93360619)"
2764,3,-126.9026569,39.4799234,"(-126.90265691,39.4799234)"
2765,3,-124.7756643,38.95198395,"(-124.7756643,38.95198395)"
2766,3,-120.5421668,31.76144719,"(-120.54216677,31.76144719)"
2767,3,-119.2801466,32.59884915,"(-119.28014655,32.59884915)"
2768,3,-125.2206454,36.63779269,"(-125.22064537,36.63779269)"
2769,3,-126.0797079,40.74853887,"(-126.07970787,40.74853887)"
2770,3,-121.4136121,34.29552832,"(-121.41361213,34.29552832)"
2771,3,-124.2112877,41.65867187,"(-124.21128772,41.65867187)"
2772,3,-123.7394551,34.93076979,"(-123.73945506,34.93076979)"
2773,3,-124.4149394,37.8891376,"(-124.41493943,37.8891376)"
2774,3,-119.5879858,33.08249404,"(-119.5879858,33.08249404)"
2775,3,-121.4171645,31.92586227,"(-121.41716447,31.92586227)"
2776,3,-123.7306555,35.99963927,"(-123.73065551,35.99963927)"
2777,3,-118.6810213,31.94741223,"(-118.68102134,31.94741223)"
2778,3,-124.3197763,37.62640275,"(-124.31977629,37.62640275)"
2779,3,-125.4516671,39.36025418,"(-125.4516671,39.36025418)"
2780,3,-118.518015,32.89044078,"(-118.51801503,32.89044078)"
2781,3,-126.0355746,39.25677029,"(-126.03557458,39.25677029)"
2782,3,-117.6315005,32.96068011,"(-117.63150053,32.96068011)"
2783,3,-122.9373355,35.80025931,"(-122.93733552,35.80025931)"
2784,3,-122.4786239,34.05657851,"(-122.47862387,34.05657851)"
2785,3,-120.9304459,33.12139258,"(-120.93044589,33.12139258)"
2786,3,-123.9231338,36.74187661,"(-123.92313375,36.74187661)"
2787,3,-124.164969,36.48562058,"(-124.16496902,36.48562058)"
2788,3,-121.1296677,33.67561625,"(-121.1296677,33.67561625)"
2789,3,-123.1774754,33.77511924,"(-123.17747538,33.77511924)"
2790,3,-127.0178373,41.76400986,"(-127.01783733,41.76400986)"
2791,3,-123.3755133,35.78058271,"(-123.37551327,35.78058271)"
2792,3,-119.0812474,33.67843847,"(-119.0812474,33.67843847)"
2793,3,-121.3971909,35.30167937,"(-121.39719089,35.30167937)"
2794,3,-124.9751997,38.53421036,"(-124.97519965,38.53421036)"
2795,3,-121.4303463,31.4254534,"(-121.43034625,31.4254534)"
2796,3,-117.6859299,33.05407473,"(-117.68592987,33.05407473)"
2797,3,-123.8852915,39.51845246,"(-123.88529154,39.51845246)"
2798,3,-121.3857059,32.48292446,"(-121.38570592,32.48292446)"
2799,3,-121.9502027,35.36367166,"(-121.95020267,35.36367166)"
2800,3,-125.680904,38.76159377,"(-125.68090403,38.76159377)"
2801,3,-121.529012,34.060607,"(-121.52901203,34.060607)"
2802,3,-118.6747703,32.65592085,"(-118.67477032,32.65592085)"
2803,3,-124.7113529,35.82645316,"(-124.71135287,35.82645316)"
2804,3,-124.309503,39.56597857,"(-124.30950295,39.56597857)"
2805,3,-121.3348981,35.43957875,"(-121.33489806,35.43957875)"
2806,3,-120.5907605,32.97248739,"(-120.59076046,32.97248739)"
2807,3,-123.2314922,35.44124283,"(-123.23149219,35.44124283)"
2808,3,-124.0848423,39.32300327,"(-124.08484228,39.32300327)"
2809,3,-120.22919,34.10157851,"(-120.22918999,34.10157851)"
2810,3,-126.4402835,41.47627815,"(-126.44028352,41.47627815)"
2811,3,-124.6761627,40.19755573,"(-124.67616273,40.19755573)"
2812,3,-123.2638193,34.44771345,"(-123.26381933,34.44771345)"
2813,3,-124.5275319,41.74867954,"(-124.52753189,41.74867954)"
2814,3,-122.2464185,33.15703029,"(-122.24641848,33.15703029)"
2815,3,-124.9866039,40.96020646,"(-124.98660388,40.96020646)"
2816,3,-122.1569584,34.32517435,"(-122.15695839,34.32517435)"
2817,3,-124.9778688,37.44321749,"(-124.97786875,37.44321749)"
2818,3,-123.3248026,36.95645398,"(-123.32480264,36.95645398)"
2819,3,-121.4114643,32.53630396,"(-121.41146425,32.53630396)"
2820,3,-122.3902622,35.23085831,"(-122.39026222,35.23085831)"
2821,3,-122.3580812,34.99741614,"(-122.35808122,34.99741614)"
2822,3,-126.5506112,39.24324446,"(-126.55061122,39.24324446)"
2823,3,-125.1368993,38.94259856,"(-125.13689929,38.94259856)"
2824,3,-123.2674533,38.20746369,"(-123.26745329,38.20746369)"
2825,3,-124.9735532,41.28838705,"(-124.97355323,41.28838705)"
2826,3,-120.9669361,31.68692884,"(-120.96693613,31.68692884)"
2827,3,-123.2271398,36.92742727,"(-123.22713984,36.92742727)"
2828,3,-124.9455629,37.21749256,"(-124.9455629,37.21749256)"
2829,3,-119.5338524,32.68558203,"(-119.53385239,32.68558203)"
2830,3,-126.8690443,40.21464311,"(-126.86904429,40.21464311)"
2831,3,-124.6166621,36.96519237,"(-124.61666205,36.96519237)"
2832,3,-119.1776014,33.9240547,"(-119.17760138,33.9240547)"
2833,3,-123.2166965,38.2490867,"(-123.21669652,38.2490867)"
2834,3,-120.4687777,33.04075395,"(-120.46877771,33.04075395)"
2835,3,-122.4359312,35.45995804,"(-122.43593119,35.45995804)"
2836,3,-124.2533901,37.40386674,"(-124.25339011,37.40386674)"
2837,3,-118.6375083,33.58252174,"(-118.63750827,33.58252174)"
2838,3,-118.6075764,34.02286465,"(-118.60757641,34.02286465)"
2839,3,-118.2503071,32.31229598,"(-118.25030708,32.31229598)"
2840,3,-122.4887157,34.70295918,"(-122.48871567,34.70295918)"
2841,3,-123.3443888,37.93601859,"(-123.34438876,37.93601859)"
2842,3,-121.5279202,35.59170329,"(-121.52792015,35.59170329)"
2843,3,-122.1508116,36.7624381,"(-122.1508116,36.7624381)"
2844,3,-125.5068709,41.21411759,"(-125.50687089,41.21411759)"
2845,3,-122.752512,35.2210214,"(-122.75251198,35.2210214)"
2846,3,-120.6267529,31.07076298,"(-120.62675286,31.07076298)"
2847,3,-125.1354624,38.17533061,"(-125.13546239,38.17533061)"
2848,3,-125.7700431,41.33550844,"(-125.77004306,41.33550844)"
2849,3,-119.0947432,33.42835438,"(-119.0947432,33.42835438)"
2850,3,-126.0773157,37.76625109,"(-126.07731565,37.76625109)"
2851,3,-123.1222955,34.50180888,"(-123.12229546,34.50180888)"
