year,site_number,site_number_jupyter,watts
2009,omni-directional_wave_power_428,428,2803.566781
2009,omni-directional_wave_power_429,429,1124.544178
2009,omni-directional_wave_power_430,430,7408.49863
2009,omni-directional_wave_power_431,431,8337.413699
2009,omni-directional_wave_power_432,432,10355.4
2009,omni-directional_wave_power_433,433,13844.25479
2009,omni-directional_wave_power_434,434,14871.33459
2009,omni-directional_wave_power_435,435,15865.51815
2009,omni-directional_wave_power_436,436,19799.70205
2009,omni-directional_wave_power_437,437,25229.79897
2009,omni-directional_wave_power_438,438,28127.1161
2009,omni-directional_wave_power_439,439,31319.62534
2009,omni-directional_wave_power_440,440,32528.33219
2009,omni-directional_wave_power_441,441,33349.28185
2009,omni-directional_wave_power_442,442,34147.89212
2009,omni-directional_wave_power_443,443,34953.72637
2009,omni-directional_wave_power_444,444,36094.51849
2009,omni-directional_wave_power_445,445,35715.16849
2009,omni-directional_wave_power_446,446,4548.156164
2009,omni-directional_wave_power_447,447,5297.353082
2009,omni-directional_wave_power_448,448,5085.469863
2009,omni-directional_wave_power_449,449,5162.97089
2009,omni-directional_wave_power_450,450,5087.700685
2009,omni-directional_wave_power_451,451,6024.814041
2009,omni-directional_wave_power_452,452,7648.767808
2009,omni-directional_wave_power_453,453,9990.164384
2009,omni-directional_wave_power_454,454,13066.10205
2009,omni-directional_wave_power_455,455,13518.18664
2009,omni-directional_wave_power_456,456,13713.22911
2009,omni-directional_wave_power_457,457,12337.30753
2009,omni-directional_wave_power_458,458,11316.20479
2009,omni-directional_wave_power_459,459,24227.12329
2009,omni-directional_wave_power_460,460,26902.50377
2009,omni-directional_wave_power_461,461,30698.10822
2009,omni-directional_wave_power_462,462,32071.28459
2009,omni-directional_wave_power_463,463,32957.96438
2009,omni-directional_wave_power_464,464,33771.24418
2009,omni-directional_wave_power_465,465,34479.39212
2009,omni-directional_wave_power_466,466,4866.609247
2009,omni-directional_wave_power_467,467,5683.208904
2009,omni-directional_wave_power_468,468,6832.588699
2009,omni-directional_wave_power_469,469,7627.250685
2009,omni-directional_wave_power_470,470,8290.578425
2009,omni-directional_wave_power_471,471,9030.265411
2009,omni-directional_wave_power_472,472,9769.505137
2009,omni-directional_wave_power_473,473,9373.718836
2009,omni-directional_wave_power_474,474,10374.75308
2009,omni-directional_wave_power_475,475,12940.62808
2009,omni-directional_wave_power_476,476,13626.6774
2009,omni-directional_wave_power_477,477,13296.21815
2009,omni-directional_wave_power_478,478,16075.15788
2009,omni-directional_wave_power_479,479,21853.02158
2009,omni-directional_wave_power_480,480,27067.1976
2009,omni-directional_wave_power_481,481,30187.87226
2009,omni-directional_wave_power_482,482,31606.07911
2009,omni-directional_wave_power_483,483,32489.92842
2009,omni-directional_wave_power_484,484,33266.0613
2009,omni-directional_wave_power_485,485,34014.39452
2009,omni-directional_wave_power_486,486,34719.75548
2009,omni-directional_wave_power_487,487,5162.496918
2009,omni-directional_wave_power_488,488,7110.552055
2009,omni-directional_wave_power_489,489,7713.734247
2009,omni-directional_wave_power_490,490,8529.223973
2009,omni-directional_wave_power_491,491,9432.477397
2009,omni-directional_wave_power_492,492,9287.174658
2009,omni-directional_wave_power_493,493,6303.976027
2009,omni-directional_wave_power_494,494,1240.069863
2009,omni-directional_wave_power_495,495,14545.50685
2009,omni-directional_wave_power_496,496,15541.84007
2009,omni-directional_wave_power_497,497,16892.55651
2009,omni-directional_wave_power_498,498,19751.28185
2009,omni-directional_wave_power_499,499,23454.25822
2009,omni-directional_wave_power_500,500,26725.95925
2009,omni-directional_wave_power_501,501,29533.94726
2009,omni-directional_wave_power_502,502,31094.74692
2009,omni-directional_wave_power_503,503,31961.68527
2009,omni-directional_wave_power_504,504,2606.739384
2009,omni-directional_wave_power_505,505,6612.928767
2009,omni-directional_wave_power_506,506,8978.853767
2009,omni-directional_wave_power_507,507,10146.90479
2009,omni-directional_wave_power_508,508,9806.442808
2009,omni-directional_wave_power_509,509,8267.116781
2009,omni-directional_wave_power_510,510,7875.02637
2009,omni-directional_wave_power_511,511,8876.311644
2009,omni-directional_wave_power_512,512,16248.18973
2009,omni-directional_wave_power_513,513,17333.5
2009,omni-directional_wave_power_514,514,19001.3524
2009,omni-directional_wave_power_515,515,21536.06541
2009,omni-directional_wave_power_516,516,23806.52158
2009,omni-directional_wave_power_517,517,26656.40925
2009,omni-directional_wave_power_518,518,28506.79007
2009,omni-directional_wave_power_519,519,30625.16404
2009,omni-directional_wave_power_520,520,31334.03459
2009,omni-directional_wave_power_521,521,32126.59658
2009,omni-directional_wave_power_522,522,5393.046918
2009,omni-directional_wave_power_523,523,8702.446918
2009,omni-directional_wave_power_524,524,9927.946918
2009,omni-directional_wave_power_525,525,9543.75274
2009,omni-directional_wave_power_526,526,10203.5637
2009,omni-directional_wave_power_527,527,11950.2024
2009,omni-directional_wave_power_528,528,14684.56199
2009,omni-directional_wave_power_529,529,17400.22329
2009,omni-directional_wave_power_530,530,17716.65582
2009,omni-directional_wave_power_531,531,20256.48151
2009,omni-directional_wave_power_532,532,21576.8887
2009,omni-directional_wave_power_533,533,23473.8613
2009,omni-directional_wave_power_534,534,24866.01336
2009,omni-directional_wave_power_535,535,27286.21336
2009,omni-directional_wave_power_536,536,30087.9161
2009,omni-directional_wave_power_537,537,30768.51096
2009,omni-directional_wave_power_538,538,31424.39041
2009,omni-directional_wave_power_539,539,32094.24623
2009,omni-directional_wave_power_540,540,35586.85651
2009,omni-directional_wave_power_541,541,33371.31301
2009,omni-directional_wave_power_542,542,36568.08322
2009,omni-directional_wave_power_543,543,2874.149315
2008,omni-directional_wave_power_0,0,24065.38081
2008,omni-directional_wave_power_1,1,32793.5502
2008,omni-directional_wave_power_2,2,35663.20184
2008,omni-directional_wave_power_3,3,37641.27015
2008,omni-directional_wave_power_4,4,39415.4679
2008,omni-directional_wave_power_5,5,7380.731557
2008,omni-directional_wave_power_6,6,18963.38525
2008,omni-directional_wave_power_7,7,33459.28415
2008,omni-directional_wave_power_8,8,35869.52357
2008,omni-directional_wave_power_9,9,37962.64276
2008,omni-directional_wave_power_10,10,39880.42316
2008,omni-directional_wave_power_11,11,28537.7862
2008,omni-directional_wave_power_12,12,30351.57275
2008,omni-directional_wave_power_13,13,33661.514
2008,omni-directional_wave_power_14,14,36382.82138
2008,omni-directional_wave_power_15,15,38347.06728
2008,omni-directional_wave_power_16,16,40487.31318
2008,omni-directional_wave_power_17,17,25503.79235
2008,omni-directional_wave_power_18,18,31954.40061
2008,omni-directional_wave_power_19,19,33936.81933
2008,omni-directional_wave_power_20,20,36788.43306
2008,omni-directional_wave_power_21,21,38823.87807
2008,omni-directional_wave_power_22,22,41039.08163
2008,omni-directional_wave_power_23,23,26997.35212
2008,omni-directional_wave_power_24,24,30828.89788
2008,omni-directional_wave_power_25,25,34382.03108
2008,omni-directional_wave_power_26,26,36946.94843
2008,omni-directional_wave_power_27,27,39271.00956
2008,omni-directional_wave_power_28,28,41481.71926
2008,omni-directional_wave_power_29,29,3.927254098
2008,omni-directional_wave_power_30,30,31084.1776
2008,omni-directional_wave_power_31,31,34664.89686
2008,omni-directional_wave_power_32,32,37226.18443
2008,omni-directional_wave_power_33,33,39920.54986
2008,omni-directional_wave_power_34,34,41867.13046
2008,omni-directional_wave_power_35,35,42388.13217
2008,omni-directional_wave_power_36,36,43910.46277
2008,omni-directional_wave_power_37,37,23448.92691
2008,omni-directional_wave_power_38,38,31215.83367
2008,omni-directional_wave_power_39,39,34607.3429
2008,omni-directional_wave_power_40,40,37484.56557
2008,omni-directional_wave_power_41,41,40080.11851
2008,omni-directional_wave_power_42,42,42131.42999
2008,omni-directional_wave_power_43,43,43608.59529
2008,omni-directional_wave_power_44,44,1573.900615
2008,omni-directional_wave_power_45,45,30175.38969
2008,omni-directional_wave_power_46,46,34309.90061
2008,omni-directional_wave_power_47,47,37923.9457
2008,omni-directional_wave_power_48,48,40640.39276
2008,omni-directional_wave_power_49,49,42462.35553
2008,omni-directional_wave_power_50,50,43722.39447
2008,omni-directional_wave_power_51,51,33526.46824
2008,omni-directional_wave_power_52,52,32218.83436
2008,omni-directional_wave_power_53,53,38543.51366
2008,omni-directional_wave_power_54,54,40663.29952
2008,omni-directional_wave_power_55,55,42715.3265
2008,omni-directional_wave_power_56,56,43977.90881
2008,omni-directional_wave_power_57,57,35777.1069
2008,omni-directional_wave_power_58,58,38536.04645
2008,omni-directional_wave_power_59,59,40957.75205
2008,omni-directional_wave_power_60,60,42911.89617
2008,omni-directional_wave_power_61,61,44078.93374
2008,omni-directional_wave_power_62,62,23701.1776
2008,omni-directional_wave_power_63,63,37923.86817
2008,omni-directional_wave_power_64,64,39497.13422
2008,omni-directional_wave_power_65,65,41506.55157
2008,omni-directional_wave_power_66,66,43271.21004
2008,omni-directional_wave_power_67,67,44280.63149
2008,omni-directional_wave_power_68,68,22451.78176
2008,omni-directional_wave_power_69,69,30587.70184
2008,omni-directional_wave_power_70,70,37612.42247
2008,omni-directional_wave_power_71,71,40183.83846
2008,omni-directional_wave_power_72,72,42016.57992
2008,omni-directional_wave_power_73,73,43737.57992
2008,omni-directional_wave_power_74,74,44786.70833
2008,omni-directional_wave_power_75,75,45187.93511
2008,omni-directional_wave_power_76,76,45434.65164
2008,omni-directional_wave_power_77,77,19831.06592
2008,omni-directional_wave_power_78,78,28663.56592
2008,omni-directional_wave_power_79,79,35325.09529
2008,omni-directional_wave_power_80,80,38633.87329
2008,omni-directional_wave_power_81,81,40884.54781
2008,omni-directional_wave_power_82,82,42674.51708
2008,omni-directional_wave_power_83,83,19340.37534
2008,omni-directional_wave_power_84,84,27589.07104
2008,omni-directional_wave_power_85,85,33561.12022
2008,omni-directional_wave_power_86,86,37018.58811
2008,omni-directional_wave_power_87,87,39636.87022
2008,omni-directional_wave_power_88,88,41770.42725
2008,omni-directional_wave_power_89,89,43266.39344
2008,omni-directional_wave_power_90,90,27017.19467
2008,omni-directional_wave_power_91,91,31297.17896
2008,omni-directional_wave_power_92,92,35341.27425
2008,omni-directional_wave_power_93,93,38142.84016
2008,omni-directional_wave_power_94,94,40491.0888
2008,omni-directional_wave_power_95,95,42488.35007
2008,omni-directional_wave_power_96,96,43995.22199
2008,omni-directional_wave_power_97,97,22549.47302
2008,omni-directional_wave_power_98,98,33187.21551
2008,omni-directional_wave_power_99,99,36484.35143
2008,omni-directional_wave_power_100,100,39095.53689
2008,omni-directional_wave_power_101,101,41375.64173
2008,omni-directional_wave_power_102,102,43185.63012
2008,omni-directional_wave_power_103,103,31388.94945
2008,omni-directional_wave_power_104,104,34779.58607
2008,omni-directional_wave_power_105,105,37796.96107
2008,omni-directional_wave_power_106,106,40001.27766
2008,omni-directional_wave_power_107,107,42427.21482
2008,omni-directional_wave_power_108,108,44012.9696
2008,omni-directional_wave_power_109,109,33119.70458
2008,omni-directional_wave_power_110,110,36108.67555
2008,omni-directional_wave_power_111,111,38999.37398
2008,omni-directional_wave_power_112,112,41056.69467
2008,omni-directional_wave_power_113,113,43165.13081
2008,omni-directional_wave_power_114,114,44631.80191
2008,omni-directional_wave_power_115,115,45537.46072
2008,omni-directional_wave_power_116,116,46079.34016
2008,omni-directional_wave_power_117,117,2.479166667
2008,omni-directional_wave_power_118,118,21216.82309
2008,omni-directional_wave_power_119,119,34126.0041
2008,omni-directional_wave_power_120,120,37539.61612
2008,omni-directional_wave_power_121,121,40114.19126
2008,omni-directional_wave_power_122,122,42042.32582
2008,omni-directional_wave_power_123,123,44016.78381
2008,omni-directional_wave_power_124,124,20920.76093
2008,omni-directional_wave_power_125,125,28737.88969
2008,omni-directional_wave_power_126,126,35774.48087
2008,omni-directional_wave_power_127,127,39177.0666
2008,omni-directional_wave_power_128,128,41373.99966
2008,omni-directional_wave_power_129,129,42920.16462
2008,omni-directional_wave_power_130,130,44540.41428
2008,omni-directional_wave_power_131,131,23876.66462
2008,omni-directional_wave_power_132,132,27333.10417
2008,omni-directional_wave_power_133,133,33965.36919
2008,omni-directional_wave_power_134,134,38084.514
2008,omni-directional_wave_power_135,135,40499.94467
2008,omni-directional_wave_power_136,136,42310.44126
2008,omni-directional_wave_power_137,137,43809.40164
2008,omni-directional_wave_power_138,138,45109.57001
2008,omni-directional_wave_power_139,139,19822.18887
2008,omni-directional_wave_power_140,140,27059.2804
2008,omni-directional_wave_power_141,141,32568.53005
2008,omni-directional_wave_power_142,142,37166.80704
2008,omni-directional_wave_power_143,143,39828.09392
2008,omni-directional_wave_power_144,144,41890.07821
2008,omni-directional_wave_power_145,145,43406.54337
2008,omni-directional_wave_power_146,146,20.02219945
2008,omni-directional_wave_power_147,147,26817.75512
2008,omni-directional_wave_power_148,148,31952.95287
2008,omni-directional_wave_power_149,149,36094.98361
2008,omni-directional_wave_power_150,150,38795.28757
2008,omni-directional_wave_power_151,151,40936.17247
2008,omni-directional_wave_power_152,152,42804.84324
2008,omni-directional_wave_power_153,153,43913.72746
2008,omni-directional_wave_power_154,154,3925.60929
2008,omni-directional_wave_power_155,155,30765.83777
2008,omni-directional_wave_power_156,156,34064.5362
2008,omni-directional_wave_power_157,157,38086.45219
2008,omni-directional_wave_power_158,158,40258.61988
2008,omni-directional_wave_power_159,159,41983.78005
2008,omni-directional_wave_power_160,160,43514.94092
2008,omni-directional_wave_power_161,161,44421.04337
2008,omni-directional_wave_power_162,162,7435.918033
2008,omni-directional_wave_power_163,163,15887.32889
2008,omni-directional_wave_power_164,164,24050.99454
2008,omni-directional_wave_power_165,165,32496.20048
2008,omni-directional_wave_power_166,166,37845.80943
2008,omni-directional_wave_power_167,167,38243.72131
2008,omni-directional_wave_power_168,168,41218.35553
2008,omni-directional_wave_power_169,169,42696.14583
2008,omni-directional_wave_power_170,170,21469.2903
2008,omni-directional_wave_power_171,171,25216.09187
2008,omni-directional_wave_power_172,172,32077.43272
2008,omni-directional_wave_power_173,173,33077.24727
2008,omni-directional_wave_power_174,174,37285.78313
2008,omni-directional_wave_power_175,175,40322.44194
2008,omni-directional_wave_power_176,176,41819.31352
2008,omni-directional_wave_power_177,177,43213.65266
2008,omni-directional_wave_power_178,178,21570.02254
2008,omni-directional_wave_power_179,179,26433.08197
2008,omni-directional_wave_power_180,180,28536.07992
2008,omni-directional_wave_power_181,181,36412.01161
2008,omni-directional_wave_power_182,182,39109.04542
2008,omni-directional_wave_power_183,183,40835.54167
2008,omni-directional_wave_power_184,184,42268.21995
2008,omni-directional_wave_power_185,185,43316.486
2008,omni-directional_wave_power_186,186,19530.5806
2008,omni-directional_wave_power_187,187,26764.39071
2008,omni-directional_wave_power_188,188,29179.44228
2008,omni-directional_wave_power_189,189,34742.42623
2008,omni-directional_wave_power_190,190,37863.44057
2008,omni-directional_wave_power_191,191,39698.50102
2008,omni-directional_wave_power_192,192,24104.17555
2008,omni-directional_wave_power_193,193,29468.20389
2008,omni-directional_wave_power_194,194,32453.7097
2008,omni-directional_wave_power_195,195,36757.67281
2008,omni-directional_wave_power_196,196,38633.05225
2008,omni-directional_wave_power_197,197,40162.77766
2008,omni-directional_wave_power_198,198,46043.17794
2008,omni-directional_wave_power_199,199,45651.80499
2008,omni-directional_wave_power_200,200,44583.17794
2008,omni-directional_wave_power_201,201,42695.47643
2008,omni-directional_wave_power_202,202,0.507172131
2008,omni-directional_wave_power_203,203,3.858948087
2008,omni-directional_wave_power_204,204,20264.58504
2008,omni-directional_wave_power_205,205,28181.45287
2008,omni-directional_wave_power_206,206,31331.39481
2008,omni-directional_wave_power_207,207,35327.59495
2008,omni-directional_wave_power_208,208,37541.98122
2008,omni-directional_wave_power_209,209,39378.89447
2008,omni-directional_wave_power_210,210,6885.290301
2008,omni-directional_wave_power_211,211,9160.095628
2008,omni-directional_wave_power_212,212,17465.84529
2008,omni-directional_wave_power_213,213,24555.32719
2008,omni-directional_wave_power_214,214,29483.82172
2008,omni-directional_wave_power_215,215,33697.53928
2008,omni-directional_wave_power_216,216,36461.26366
2008,omni-directional_wave_power_217,217,38195.90198
2008,omni-directional_wave_power_218,218,39706.61134
2008,omni-directional_wave_power_219,219,12771.55874
2008,omni-directional_wave_power_220,220,17163.77971
2008,omni-directional_wave_power_221,221,25530.34426
2008,omni-directional_wave_power_222,222,29329.38183
2008,omni-directional_wave_power_223,223,32750.8429
2008,omni-directional_wave_power_224,224,35256.87158
2008,omni-directional_wave_power_225,225,37086.45458
2008,omni-directional_wave_power_226,226,38826.28415
2008,omni-directional_wave_power_227,227,39918.16018
2008,omni-directional_wave_power_228,228,15303.57582
2008,omni-directional_wave_power_229,229,11658.96687
2008,omni-directional_wave_power_230,230,28714.91667
2008,omni-directional_wave_power_231,231,31439.19638
2008,omni-directional_wave_power_232,232,34002.97985
2008,omni-directional_wave_power_233,233,36080.48224
2008,omni-directional_wave_power_234,234,37562.62056
2008,omni-directional_wave_power_235,235,28118.9474
2008,omni-directional_wave_power_236,236,30419.75854
2008,omni-directional_wave_power_237,237,32721.23258
2008,omni-directional_wave_power_238,238,35047.41598
2008,omni-directional_wave_power_239,239,36607.00751
2008,omni-directional_wave_power_240,240,37884.30464
2008,omni-directional_wave_power_241,241,15438.81421
2008,omni-directional_wave_power_242,242,30919.06216
2008,omni-directional_wave_power_243,243,31800.65403
2008,omni-directional_wave_power_244,244,33611.76093
2008,omni-directional_wave_power_245,245,35650.68682
2008,omni-directional_wave_power_246,246,37186
2008,omni-directional_wave_power_247,247,38237.639
2008,omni-directional_wave_power_248,248,41865.15471
2008,omni-directional_wave_power_249,249,40042.82036
2008,omni-directional_wave_power_250,250,21088.25273
2008,omni-directional_wave_power_251,251,26903.31216
2008,omni-directional_wave_power_252,252,31151.13046
2008,omni-directional_wave_power_253,253,32753.40027
2008,omni-directional_wave_power_254,254,34757.12022
2008,omni-directional_wave_power_255,255,36342.21995
2008,omni-directional_wave_power_256,256,20526.12432
2008,omni-directional_wave_power_257,257,26179.84221
2008,omni-directional_wave_power_258,258,30626.23668
2008,omni-directional_wave_power_259,259,32202.81523
2008,omni-directional_wave_power_260,260,34094.41735
2008,omni-directional_wave_power_261,261,35699.93613
2008,omni-directional_wave_power_262,262,37092.60178
2008,omni-directional_wave_power_263,263,17498.36339
2008,omni-directional_wave_power_264,264,23902.63217
2008,omni-directional_wave_power_265,265,29722.01469
2008,omni-directional_wave_power_266,266,31606.10212
2008,omni-directional_wave_power_267,267,33363.17077
2008,omni-directional_wave_power_268,268,35183.98395
2008,omni-directional_wave_power_269,269,36553.47199
2008,omni-directional_wave_power_270,270,37657.35314
2008,omni-directional_wave_power_271,271,38710.00751
2008,omni-directional_wave_power_272,272,15137.8446
2008,omni-directional_wave_power_273,273,22945.23941
2008,omni-directional_wave_power_274,274,29269.91837
2008,omni-directional_wave_power_275,275,31307.29167
2008,omni-directional_wave_power_276,276,32885.62534
2008,omni-directional_wave_power_277,277,34803.07343
2008,omni-directional_wave_power_278,278,14630.76059
2008,omni-directional_wave_power_279,279,24630.22883
2008,omni-directional_wave_power_280,280,28737.07343
2008,omni-directional_wave_power_281,281,30989.66735
2008,omni-directional_wave_power_282,282,32297.77869
2008,omni-directional_wave_power_283,283,34162.93204
2008,omni-directional_wave_power_284,284,36183.90642
2008,omni-directional_wave_power_285,285,2888.060451
2008,omni-directional_wave_power_286,286,24317.09085
2008,omni-directional_wave_power_287,287,28168.99454
2008,omni-directional_wave_power_288,288,30433.04747
2008,omni-directional_wave_power_289,289,32024.78791
2008,omni-directional_wave_power_290,290,33650.01059
2008,omni-directional_wave_power_291,291,35571.64549
2008,omni-directional_wave_power_292,292,37135.1472
2008,omni-directional_wave_power_293,293,10966.51264
2008,omni-directional_wave_power_294,294,17542.59255
2008,omni-directional_wave_power_295,295,27256.40266
2008,omni-directional_wave_power_296,296,30026.41906
2008,omni-directional_wave_power_297,297,31619.34529
2008,omni-directional_wave_power_298,298,33280.25478
2008,omni-directional_wave_power_299,299,35131.11339
2008,omni-directional_wave_power_300,300,36843.17111
2008,omni-directional_wave_power_301,301,38046.40266
2008,omni-directional_wave_power_302,302,10279.51195
2008,omni-directional_wave_power_303,303,24839.86885
2008,omni-directional_wave_power_304,304,29454.97609
2008,omni-directional_wave_power_305,305,31330.16018
2008,omni-directional_wave_power_306,306,32792.88866
2008,omni-directional_wave_power_307,307,34652.76981
2008,omni-directional_wave_power_308,308,18625.62671
2008,omni-directional_wave_power_309,309,28250.12568
2008,omni-directional_wave_power_310,310,30852.6735
2008,omni-directional_wave_power_311,311,32358.49863
2008,omni-directional_wave_power_312,312,34085.86168
2008,omni-directional_wave_power_313,313,36002.26264
2008,omni-directional_wave_power_314,314,-9
2008,omni-directional_wave_power_315,315,29682.77117
2008,omni-directional_wave_power_316,316,32247.40164
2008,omni-directional_wave_power_317,317,33840.77117
2008,omni-directional_wave_power_318,318,35415.5707
2008,omni-directional_wave_power_319,319,37289.05635
2008,omni-directional_wave_power_320,320,38337.64139
2008,omni-directional_wave_power_321,321,38539.46414
2008,omni-directional_wave_power_322,322,2266.839481
2008,omni-directional_wave_power_323,323,2057.980191
2008,omni-directional_wave_power_324,324,2398.179986
2008,omni-directional_wave_power_325,325,2775.790301
2008,omni-directional_wave_power_326,326,3302.135246
2008,omni-directional_wave_power_327,327,4780.681694
2008,omni-directional_wave_power_328,328,14135.33402
2008,omni-directional_wave_power_329,329,25815.81933
2008,omni-directional_wave_power_330,330,32105.22268
2008,omni-directional_wave_power_331,331,33747.54474
2008,omni-directional_wave_power_332,332,35193.76264
2008,omni-directional_wave_power_333,333,36973.08231
2008,omni-directional_wave_power_334,334,38528.32514
2008,omni-directional_wave_power_335,335,4691.926571
2008,omni-directional_wave_power_336,336,3835.723361
2008,omni-directional_wave_power_337,337,3979.199454
2008,omni-directional_wave_power_338,338,5728.302596
2008,omni-directional_wave_power_339,339,7171.465164
2008,omni-directional_wave_power_340,340,10863.58231
2008,omni-directional_wave_power_341,341,17001.22678
2008,omni-directional_wave_power_342,342,25018.6332
2008,omni-directional_wave_power_343,343,31234.84563
2008,omni-directional_wave_power_344,344,33525.42828
2008,omni-directional_wave_power_345,345,34984.34221
2008,omni-directional_wave_power_346,346,36606.62227
2008,omni-directional_wave_power_347,347,38139.00683
2008,omni-directional_wave_power_348,348,39081.87671
2008,omni-directional_wave_power_349,349,2916.618169
2008,omni-directional_wave_power_350,350,3101.312158
2008,omni-directional_wave_power_351,351,3169.882855
2008,omni-directional_wave_power_352,352,4988.54235
2008,omni-directional_wave_power_353,353,6350.206284
2008,omni-directional_wave_power_354,354,7422.616462
2008,omni-directional_wave_power_355,355,5935.82138
2008,omni-directional_wave_power_356,356,6038.056352
2008,omni-directional_wave_power_357,357,8110.081626
2008,omni-directional_wave_power_358,358,11630.28484
2008,omni-directional_wave_power_359,359,14521.23224
2008,omni-directional_wave_power_360,360,19410.85451
2008,omni-directional_wave_power_361,361,28221.81148
2008,omni-directional_wave_power_362,362,32931.66598
2008,omni-directional_wave_power_363,363,35071.75922
2008,omni-directional_wave_power_364,364,36432.07719
2008,omni-directional_wave_power_365,365,37768.01742
2008,omni-directional_wave_power_366,366,38910.34973
2008,omni-directional_wave_power_367,367,39503.5502
2008,omni-directional_wave_power_368,368,39557.34324
2008,omni-directional_wave_power_369,369,4777.387637
2008,omni-directional_wave_power_370,370,6817.076161
2008,omni-directional_wave_power_371,371,7122.524249
2008,omni-directional_wave_power_372,372,5657.501366
2008,omni-directional_wave_power_373,373,5380.284153
2008,omni-directional_wave_power_374,374,5238.941598
2008,omni-directional_wave_power_375,375,5261.318306
2008,omni-directional_wave_power_376,376,5398.661544
2008,omni-directional_wave_power_377,377,6348.398566
2008,omni-directional_wave_power_378,378,6568.011954
2008,omni-directional_wave_power_379,379,8312.692964
2008,omni-directional_wave_power_380,380,18772.85246
2008,omni-directional_wave_power_381,381,32312.27117
2008,omni-directional_wave_power_382,382,35359.27732
2008,omni-directional_wave_power_383,383,36487.34973
2008,omni-directional_wave_power_384,384,37929.51469
2008,omni-directional_wave_power_385,385,38879.57821
2008,omni-directional_wave_power_386,386,2691.585724
2008,omni-directional_wave_power_387,387,1988.371926
2008,omni-directional_wave_power_388,388,4637.301913
2008,omni-directional_wave_power_389,389,6366.199795
2008,omni-directional_wave_power_390,390,7104.570355
2008,omni-directional_wave_power_391,391,6768.278005
2008,omni-directional_wave_power_392,392,6840.912568
2008,omni-directional_wave_power_393,393,7632.800205
2008,omni-directional_wave_power_394,394,8367.189549
2008,omni-directional_wave_power_395,395,10129.85485
2008,omni-directional_wave_power_396,396,12547.91223
2008,omni-directional_wave_power_397,397,16794.25478
2008,omni-directional_wave_power_398,398,23838.12022
2008,omni-directional_wave_power_399,399,31450.04816
2008,omni-directional_wave_power_400,400,35567.53484
2008,omni-directional_wave_power_401,401,36604.97951
2008,omni-directional_wave_power_402,402,37660.87158
2008,omni-directional_wave_power_403,403,38744.52288
2008,omni-directional_wave_power_404,404,39469.64686
2008,omni-directional_wave_power_405,405,5362.314208
2008,omni-directional_wave_power_406,406,4780.579918
2008,omni-directional_wave_power_407,407,4638.296107
2008,omni-directional_wave_power_408,408,4925.583675
2008,omni-directional_wave_power_409,409,4455.592896
2008,omni-directional_wave_power_410,410,6841.769126
2008,omni-directional_wave_power_411,411,9481.016393
2008,omni-directional_wave_power_412,412,10262.42179
2008,omni-directional_wave_power_413,413,10310.51947
2008,omni-directional_wave_power_414,414,11884.63388
2008,omni-directional_wave_power_415,415,14046.95492
2008,omni-directional_wave_power_416,416,17611.40813
2008,omni-directional_wave_power_417,417,21875.45253
2008,omni-directional_wave_power_418,418,25316.36988
2008,omni-directional_wave_power_419,419,31228.60041
2008,omni-directional_wave_power_420,420,35238.42042
2008,omni-directional_wave_power_421,421,36668.21619
2008,omni-directional_wave_power_422,422,37497.07309
2008,omni-directional_wave_power_423,423,38394.1571
2008,omni-directional_wave_power_424,424,4774.677596
2008,omni-directional_wave_power_425,425,5564.677937
2008,omni-directional_wave_power_426,426,5314.333675
2008,omni-directional_wave_power_427,427,5078.106557
2008,omni-directional_wave_power_428,428,3153.025956
2008,omni-directional_wave_power_429,429,1238.006148
2008,omni-directional_wave_power_430,430,8359.303279
2008,omni-directional_wave_power_431,431,9532.589139
2008,omni-directional_wave_power_432,432,11703.0403
2008,omni-directional_wave_power_433,433,15406.17999
2008,omni-directional_wave_power_434,434,16469.12329
2008,omni-directional_wave_power_435,435,17514.1974
2008,omni-directional_wave_power_436,436,21825.49727
2008,omni-directional_wave_power_437,437,27837.17555
2008,omni-directional_wave_power_438,438,31046.57787
2008,omni-directional_wave_power_439,439,34963.04884
2008,omni-directional_wave_power_440,440,36344.62193
2008,omni-directional_wave_power_441,441,37241.7763
2008,omni-directional_wave_power_442,442,38070.75922
2008,omni-directional_wave_power_443,443,38879.3709
2008,omni-directional_wave_power_444,444,39836.76878
2008,omni-directional_wave_power_445,445,39537.66223
2008,omni-directional_wave_power_446,446,5189.506489
2008,omni-directional_wave_power_447,447,6061.943306
2008,omni-directional_wave_power_448,448,5840.205943
2008,omni-directional_wave_power_449,449,5910.880123
2008,omni-directional_wave_power_450,450,5800.271858
2008,omni-directional_wave_power_451,451,6694.270492
2008,omni-directional_wave_power_452,452,8359.911544
2008,omni-directional_wave_power_453,453,11033.84392
2008,omni-directional_wave_power_454,454,14486.45697
2008,omni-directional_wave_power_455,455,14975.78791
2008,omni-directional_wave_power_456,456,15322.03518
2008,omni-directional_wave_power_457,457,14009.78245
2008,omni-directional_wave_power_458,458,12527.94296
2008,omni-directional_wave_power_459,459,26672.87295
2008,omni-directional_wave_power_460,460,29717.82992
2008,omni-directional_wave_power_461,461,34198.00581
2008,omni-directional_wave_power_462,462,35798.02425
2008,omni-directional_wave_power_463,463,36792.7401
2008,omni-directional_wave_power_464,464,37670.22234
2008,omni-directional_wave_power_465,465,38399.92589
2008,omni-directional_wave_power_466,466,5409.325137
